-0.015381,-0.011603,-0.017809,-0.017809,-0.018888,-0.017809
-0.014571,-0.011333,-0.01646,-0.018079,-0.019428,-0.017539
-0.014841,-0.011333,-0.017,-0.018079,-0.017539,-0.017809
-0.014976,-0.011468,-0.017134,-0.017944,-0.018214,-0.017809
-0.014976,-0.011333,-0.017134,-0.017539,-0.018214,-0.017674
-0.015515,-0.011468,-0.017134,-0.017539,-0.017809,-0.017674
-0.01619,-0.011738,-0.017404,-0.017404,-0.018484,-0.017404
-0.01619,-0.012008,-0.017539,-0.017944,-0.018888,-0.017134
-0.016325,-0.012143,-0.017539,-0.018079,-0.019158,-0.017404
-0.016325,-0.012143,-0.017539,-0.018214,-0.019563,-0.017404
-0.015529,-0.011657,-0.017269,-0.017863,-0.018619,-0.017566
-0.015664,-0.011684,-0.017242,-0.017903,-0.018686,-0.017526
-0.015934,-0.011738,-0.01735,-0.017944,-0.018619,-0.017526
-0.016177,-0.011792,-0.017404,-0.017984,-0.018686,-0.017512
-0.016406,-0.011819,-0.017445,-0.018011,-0.018659,-0.017485
-0.016541,-0.011832,-0.017485,-0.018065,-0.018646,-0.017485
-0.016473,-0.011819,-0.017526,-0.018065,-0.018699,-0.017485
-0.016298,-0.011778,-0.017539,-0.018065,-0.018672,-0.017512
-0.016109,-0.011711,-0.017539,-0.018011,-0.018619,-0.017593
-0.015907,-0.011616,-0.017526,-0.017984,-0.018578,-0.017661
-0.015718,-0.011522,-0.017499,-0.017984,-0.018497,-0.017728
-0.015488,-0.011468,-0.017458,-0.017984,-0.018416,-0.017796
-0.015219,-0.011427,-0.017404,-0.017903,-0.018389,-0.017809
-0.014949,-0.0114,-0.017364,-0.017836,-0.018416,-0.017796
-0.014679,-0.0114,-0.017323,-0.017769,-0.018484,-0.017796
-0.014531,-0.011522,-0.017323,-0.017728,-0.018538,-0.017796
-0.014571,-0.011657,-0.017323,-0.017782,-0.018578,-0.017796
-0.014652,-0.011778,-0.017323,-0.017809,-0.018632,-0.017782
-0.01476,-0.011778,-0.01735,-0.01785,-0.018659,-0.017742
-0.014841,-0.01163,-0.017391,-0.01789,-0.018686,-0.017715
-0.014868,-0.011347,-0.017445,-0.017836,-0.018726,-0.017701
-0.014895,-0.01105,-0.017499,-0.017782,-0.018767,-0.017688
-0.014908,-0.010739,-0.017526,-0.017742,-0.018834,-0.017688
-0.014962,-0.010402,-0.017485,-0.017688,-0.018875,-0.017674
-0.015057,-0.010092,-0.017445,-0.017674,-0.018902,-0.017661
-0.015124,-0.009687,-0.017337,-0.017688,-0.018875,-0.017634
-0.015151,-0.0093362,-0.017256,-0.017661,-0.018834,-0.01762
