-0.014477,-0.018295,-0.018902,-0.018335,-0.018915,-0.017202
-0.014746,-0.018281,-0.018848,-0.018335,-0.018888,-0.017242
-0.015111,-0.018254,-0.01878,-0.018308,-0.018915,-0.017323
-0.015475,-0.018241,-0.01874,-0.018254,-0.018956,-0.017445
-0.015772,-0.018241,-0.018713,-0.018241,-0.018969,-0.017512
-0.016001,-0.018254,-0.018659,-0.018308,-0.01901,-0.017553
-0.01619,-0.018254,-0.018619,-0.018362,-0.019091,-0.017607
-0.016352,-0.018227,-0.018592,-0.018416,-0.019118,-0.017647
-0.016487,-0.018214,-0.018578,-0.01843,-0.019185,-0.017701
-0.016568,-0.0182,-0.018592,-0.018416,-0.019266,-0.017755
-0.016581,-0.018187,-0.018605,-0.018349,-0.019347,-0.017796
-0.016473,-0.018187,-0.018592,-0.018308,-0.019455,-0.017782
-0.016325,-0.01816,-0.018551,-0.018227,-0.019482,-0.017769
-0.01619,-0.018106,-0.018565,-0.018119,-0.019495,-0.017715
-0.01615,-0.018025,-0.018538,-0.018025,-0.019509,-0.017674
-0.016217,-0.01793,-0.01847,-0.01789,-0.019509,-0.017674
-0.016325,-0.017876,-0.018403,-0.017782,-0.019563,-0.01762
-0.016433,-0.017863,-0.018322,-0.017715,-0.01963,-0.01758
-0.0165,-0.017823,-0.018268,-0.017647,-0.01963,-0.017539
-0.016554,-0.017836,-0.018214,-0.017634,-0.019482,-0.017485
-0.016595,-0.017836,-0.018187,-0.017647,-0.019347,-0.017458
-0.016608,-0.01785,-0.018146,-0.017607,-0.019199,-0.017458
-0.016635,-0.017903,-0.01816,-0.017688,-0.019023,-0.017472
-0.016703,-0.017957,-0.018119,-0.017796,-0.018848,-0.017485
-0.016743,-0.018025,-0.018133,-0.01789,-0.018672,-0.017526
-0.016743,-0.018119,-0.018214,-0.017998,-0.018497,-0.017566
-0.01673,-0.01816,-0.018281,-0.018092,-0.018268,-0.01762
-0.01673,-0.01816,-0.018349,-0.018146,-0.018079,-0.017661
-0.01677,-0.018146,-0.018362,-0.0182,-0.017944,-0.017674
-0.016838,-0.018092,-0.018376,-0.018173,-0.01793,-0.017688
-0.016878,-0.018052,-0.018389,-0.018133,-0.017917,-0.017674
-0.016932,-0.018025,-0.018416,-0.018119,-0.01789,-0.017674
-0.016973,-0.017984,-0.018443,-0.018052,-0.01789,-0.017661
-0.016946,-0.017957,-0.018443,-0.017998,-0.017876,-0.017647
-0.016919,-0.01793,-0.018403,-0.017944,-0.017863,-0.017607
-0.016905,-0.017903,-0.018335,-0.017863,-0.017863,-0.017526
-0.016865,-0.017944,-0.018268,-0.017809,-0.017823,-0.017445
-0.016811,-0.018038,-0.018227,-0.017755,-0.017742,-0.01735
-0.016757,-0.018146,-0.0182,-0.017715,-0.017674,-0.017256
-0.016757,-0.018227,-0.018173,-0.017715,-0.017607,-0.017188
-0.016797,-0.018281,-0.018133,-0.017742,-0.017607,-0.017107
-0.016824,-0.018281,-0.018092,-0.017742,-0.017634,-0.017053
-0.016811,-0.018187,-0.018038,-0.017755,-0.017661,-0.017027
-0.01677,-0.018025,-0.018011,-0.017742,-0.017688,-0.017013
-0.016716,-0.017836,-0.017998,-0.017728,-0.017715,-0.017053
-0.016689,-0.017593,-0.018011,-0.017782,-0.017728,-0.017107
-0.016662,-0.01731,-0.018025,-0.017836,-0.017836,-0.017161
-0.016649,-0.016973,-0.018011,-0.01789,-0.017957,-0.017175
-0.016649,-0.016649,-0.018011,-0.01793,-0.018025,-0.017202
-0.016581,-0.016392,-0.018011,-0.017971,-0.018092,-0.017215
-0.016514,-0.016177,-0.018025,-0.017984,-0.018106,-0.017256
-0.016487,-0.016015,-0.018025,-0.018038,-0.018092,-0.017269
-0.016473,-0.015947,-0.018065,-0.018092,-0.018119,-0.017215
-0.0165,-0.015961,-0.018092,-0.018173,-0.018214,-0.017175
-0.016554,-0.016001,-0.018119,-0.018281,-0.018322,-0.017107
-0.016541,-0.016055,-0.018173,-0.018322,-0.01843,-0.017094
-0.016581,-0.016109,-0.018227,-0.018349,-0.018484,-0.017107
-0.016676,-0.01615,-0.018227,-0.018362,-0.018538,-0.017188
-0.016757,-0.016163,-0.018241,-0.018349,-0.018659,-0.017256
-0.016851,-0.01615,-0.018254,-0.018322,-0.01878,-0.017296
-0.016905,-0.016123,-0.018308,-0.018281,-0.018888,-0.017323
-0.016865,-0.016123,-0.018403,-0.018214,-0.018983,-0.01731
-0.016797,-0.01615,-0.01847,-0.018146,-0.019037,-0.01735
-0.01673,-0.016177,-0.018484,-0.018119,-0.019064,-0.017391
-0.016649,-0.016231,-0.018416,-0.018065,-0.019131,-0.017404
-0.016622,-0.016298,-0.018308,-0.018025,-0.019239,-0.017364
-0.016595,-0.016352,-0.0182,-0.017944,-0.019347,-0.01731
-0.016568,-0.016419,-0.018227,-0.01785,-0.019415,-0.017242
-0.016608,-0.016487,-0.018322,-0.017809,-0.019388,-0.017188
-0.016662,-0.016554,-0.018443,-0.017796,-0.019361,-0.017202
-0.016743,-0.016622,-0.018524,-0.017836,-0.019361,-0.017229
-0.016811,-0.016662,-0.018551,-0.017903,-0.019415,-0.017256
-0.016838,-0.016689,-0.018538,-0.017971,-0.019469,-0.017283
-0.016865,-0.016703,-0.018565,-0.018025,-0.019495,-0.017283
-0.016892,-0.016689,-0.018672,-0.018092,-0.019455,-0.01731
-0.016905,-0.016649,-0.01878,-0.01816,-0.019374,-0.01735
-0.016932,-0.016595,-0.018888,-0.018241,-0.019293,-0.017377
-0.016932,-0.016541,-0.018915,-0.018322,-0.019253,-0.017418
-0.016865,-0.0165,-0.018861,-0.018308,-0.019253,-0.017458
-0.01677,-0.016473,-0.018807,-0.018268,-0.019239,-0.017458
-0.016676,-0.016473,-0.018767,-0.018173,-0.019226,-0.017445
-0.016662,-0.016473,-0.01878,-0.018119,-0.019199,-0.017485
-0.01673,-0.016446,-0.018821,-0.018119,-0.019172,-0.017499
-0.016797,-0.016419,-0.018848,-0.018106,-0.019145,-0.017553
-0.016838,-0.016379,-0.018848,-0.018106,-0.019145,-0.01762
-0.016878,-0.016338,-0.018807,-0.018079,-0.019145,-0.017674
-0.016865,-0.016338,-0.018767,-0.018092,-0.019118,-0.017728
-0.016851,-0.016311,-0.018672,-0.018119,-0.019091,-0.017728
-0.016824,-0.016298,-0.018565,-0.01816,-0.019091,-0.017701
-0.016811,-0.016271,-0.01847,-0.01816,-0.019158,-0.017674
-0.016824,-0.016217,-0.018349,-0.0182,-0.019226,-0.017647
-0.016811,-0.016163,-0.018241,-0.018254,-0.019266,-0.017647
-0.016797,-0.01615,-0.01816,-0.018281,-0.019307,-0.017674
-0.016784,-0.01619,-0.018106,-0.018295,-0.019307,-0.01762
-0.016824,-0.016244,-0.018065,-0.018254,-0.019293,-0.017566
-0.016865,-0.016325,-0.018079,-0.018227,-0.01932,-0.017512
-0.016919,-0.016392,-0.018092,-0.018133,-0.019334,-0.017458
-0.016919,-0.01646,-0.018146,-0.018052,-0.01932,-0.017472
-0.016919,-0.0165,-0.018214,-0.018052,-0.019266,-0.017526
-0.016919,-0.016554,-0.018227,-0.018119,-0.019158,-0.01758
-0.016919,-0.016581,-0.018268,-0.018187,-0.019118,-0.017607
-0.016973,-0.016595,-0.018295,-0.0182,-0.019118,-0.017566
-0.017,-0.016568,-0.018295,-0.018187,-0.019118,-0.017512
-0.017027,-0.016473,-0.018295,-0.018187,-0.019118,-0.017499
-0.01704,-0.016365,-0.018281,-0.0182,-0.019118,-0.017458
-0.017067,-0.016271,-0.018254,-0.01816,-0.019064,-0.017431
-0.017107,-0.016163,-0.018241,-0.018187,-0.019077,-0.017404
-0.017188,-0.016109,-0.018268,-0.01816,-0.019131,-0.017364
-0.017229,-0.016096,-0.018308,-0.018133,-0.019226,-0.017323
-0.017215,-0.016109,-0.018362,-0.018119,-0.01932,-0.017283
-0.017175,-0.016177,-0.018376,-0.018092,-0.019401,-0.017256
-0.017094,-0.016231,-0.018349,-0.018065,-0.019442,-0.017256
-0.017013,-0.016284,-0.018308,-0.018052,-0.019469,-0.017256
-0.016932,-0.016298,-0.018295,-0.018052,-0.019536,-0.017256
-0.016865,-0.016311,-0.018322,-0.018092,-0.019536,-0.017256
-0.016784,-0.016311,-0.018376,-0.018214,-0.019603,-0.017242
-0.016757,-0.016325,-0.018416,-0.018281,-0.019711,-0.017229
-0.016716,-0.016325,-0.01843,-0.018403,-0.019806,-0.017202
-0.016716,-0.016325,-0.018416,-0.018497,-0.0199,-0.017161
-0.016811,-0.016298,-0.018389,-0.018538,-0.019995,-0.017094
-0.016905,-0.016231,-0.018389,-0.018538,-0.019995,-0.01704
-0.017,-0.016204,-0.018403,-0.018524,-0.019954,-0.017027
-0.017094,-0.016204,-0.018443,-0.01847,-0.0199,-0.017053
-0.017148,-0.016244,-0.018484,-0.018389,-0.01986,-0.01708
-0.017148,-0.016298,-0.018497,-0.018322,-0.019887,-0.017107
-0.017148,-0.016352,-0.01847,-0.018241,-0.019846,-0.017121
-0.01708,-0.016406,-0.018403,-0.018146,-0.019684,-0.017121
